truedoca,recodoca,ambig,theta,FitA0,FitA1,FitB0,FitB1,TrueA0,TrueA1,TrueB0,TrueB1
1.04026,1.13447,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
0.867156,0.778166,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
0.987883,1.50772,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
0.912087,0.389761,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
0.581355,1.09423,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
1.31861,0.803278,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
2.03081,1.44829,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
0.362727,0.221028,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
1.30539,1.89036,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
1.40878,0.821718,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
1.80994,1.69766,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
0.0900177,0.199815,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
1.99,2.0973,1,2.3171,1192.15,-2.53185,-1017.9,2.57068,1199.29,-2.54376,-1015.05,2.56277
